NOTES,SENTENCE
,
,
"ORIGINAL OFFENSE: RCSP, KNOWINGLY RECEIVING/CONCEALING STOLEN PROPERTY (STATUTE: 21 O.S. 1713)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FORG, UTTERING FORGED INSTRUMENT UNDER $1000 (STATUTE: 21 O.S. 1592)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DU2II, POSSESSION OF CONTROLLED DRUG W/INTENT TO DISTRIBUTE (STATUTE: 63 O.S. 2-401-2-420)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FORG, UTTERING FORGED INSTRUMENT UNDER $1000 (STATUTE: 21 O.S. 1592)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: RCSP, KNOWINGLY RECEIVING/CONCEALING STOLEN PROPERTY (STATUTE: 21 O.S. 1713)
ORIGINAL PLEA: GUILTY PLEA",
"4/6/2017: APPLICATION TO REVOKE SUSPENDED SENTENCE 

3/8/2019: ODER REVOKING SUSPENDED SENTENCE; 10 YEARS DEPARTMENT OF CORRECTIONS; CREDIT TIME SERVED- UNSPECIFIED",10 YEARS SUSPENDED PRISON; 10 YEARS PROBATION; $100.00 FINE; FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
,"other: OTEY, MILLIE: DEFENDANT PRESENT, IN CUSTODY, AND REPRESENTED BY JOHN PARRIS. STATE REPRESENTED BY RANDALL YOUNG. DEFENDANT SWORN IN OPEN COURT, WAIVES JURY AND NON JURY TRIAL, PLEADS GUILTY. THE COURT FINDS THE DEFENDANT GUILTY AND SENTENCES SAID DEFENDANT TO ONE (1) YEAR IN THE CUSTODY OF THE TULSA COUNTY JAIL WITH CREDIT FOR TIME SERVED. DEFENDANT ASSESSED COSTS. COUNTS 1, 2, AND 3 TO RUN CONCURRENTLY. THIS CASE TO RUN CONCURRENTLY WITH CM-2018-4948, CF-2012-671, CF-2018-2945, CF-2018-2879, CF-2018-5047, CF-2018-4719, AND CF-2018-2793. DEFENDANT EXECUTES RULE 8 FORM. RULE 8 HEARING HELD. THE COURT SUSPENDS ALL FINES, ASSESSMENTS, AND COURT COSTS. DEFENDANT ADVISED OF APPEAL RIGHTS. COMMITMENT FOR PUNISHMENT ISSUED TO JAIL. JUDGMENT AND SENTENCE ISSUED."
"ORIGINAL OFFENSE: DR3, POSSESSION OF PARAPHERNALIA (STATUTE: 63 O.S. 2-405 (B)(C))
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FORG, UTTERING FORGED INSTRUMENT UNDER $1000 (STATUTE: 21 O.S. 1592)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FFP, FALSE PRETENSE OVER $1000 OR CON GAME (STATUTE: 21 O.S. 1541.2)
ORIGINAL PLEA: GUILTY PLEA",
"4/6/2017: APPLICATION TO REVOKE SUSPENDED SENTENCE 

3/8/2019: ODER REVOKING SUSPENDED SENTENCE; 10 YEARS DEPARTMENT OF CORRECTIONS; CREDIT TIME SERVED- UNSPECIFIED",10 YEARS SUSPENDED PRISON; 10 YEARS PROBATION; $100.00 FINE; FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
"ORIGINAL OFFENSE: FORG, MAKE/SELL/POSSESS/DISPLAY FALSE ID (STATUTE: 21 O.S. 1550.41)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DI5A, TRANSPORTING OPEN CONTAINER - BEER (STATUTE: 21 O.S. 1220)
ORIGINAL PLEA: GUILTY PLEA",
,
"ORIGINAL OFFENSE: FFP, FALSE PRETENSE OVER $1000 OR CON GAME (STATUTE: 21 O.S. 1541.2)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FR5, FAILURE TO COMPLY WITH COMPULSORY INSURANCE LAW OR FAILURE TO PRODUCE SECURITY VERIFICATION FORM (STATUTE: 47 O.S. 7-602.1, 7-606(A)1)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FR5, FAILURE TO COMPLY WITH COMPULSORY INSURANCE LAW OR FAILURE TO PRODUCE SECURITY VERIFICATION FORM (STATUTE: 47 O.S. 7-602.1, 7-606(A)1)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"Statute: 47 O.S. 7-602.1, 7-606(A)1","2018-04-18: TRAFFIC FILING - FAILURE TO COMPLY WITH COMPULSORY INSURANCE LAW OR FAILURE TO PRODUCE SECURITY VERIFICATION FORM
2018-04-24: DAWN MOODY , JUDGE: CASE DISPOSED. DISMISSED.
2018-04-25: ABSTRACT SENT TO D.P.S."
,other: 7 YEARS DEFERRED
"ORIGINAL OFFENSE: SWIK, USING A VEHICLE TO FACILITATE THE INTENTIONAL DISCHARGE OF A FIREARM (DRIVE-BY SHOOTING) (STATUTE: 21 O.S. 652)
ORIGINAL PLEA: GUILTY PLEA",
,
,
,
"ORIGINAL OFFENSE: DL2, DRIVING UNDER SUSPENSION / DUS (STATUTE: 47 O.S. 6-303(B))
ORIGINAL PLEA: DISMISSED BY COURT",
,
,
"ORIGINAL OFFENSE: LARCENY OF MERCHANDISE FROM A RETAILER (STATUTE: 21 O.S. 1731)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 1 ILLEGAL DUMPING (STATUTE: 21 O.S. 1761.1(A))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: UNAUTHORIZED USE OF VEHICLE (STATUTE: 47 O.S. 4 102)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 1 DRIVING WHILE UNDER THE INFLUENCE/INTOX LIQUOR (STATUTE: 47 O.S. 11-902)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"ORIGINAL OFFENSE: CT 2 INDECENT OR LEWD ACTS WITH CHILD UNDER SIXTEEN/AFCF (STATUTE: 21 O.S. 1123)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"ORIGINAL OFFENSE: CT 1 ATTEMPTED ROBBERY IN THE FIRST DEGREE/AFCF (STATUTE: 21 O.S. 791)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 1 INDECENT OR LEWD ACTS WITH CHILD UNDER SIXTEEN/AFCF (STATUTE: 21 O.S. 1123)
ORIGINAL PLEA: JURY TRIAL",
"ORIGINAL OFFENSE: BURGLARY IN THE FIRST DEGREE (STATUTE: 21 O.S. 1431)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 1 DRIVING WHILE UNDER THE INFLUENCE/INTOX LIQUOR (STATUTE: 47 O.S. 11-902)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"ORIGINAL OFFENSE: CT. 1 CONSPIRACY FOR UNLAWFUL DISTRIBUTION OF CONT DANG SUB AFCF (STATUTE: O.S. 63 2-408)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FAILURE TO PAY TAXES DUE TO STATE (STATUTE: O.S. 1151 A)
ORIGINAL PLEA: DISMISSED BY COURT",
,
"ORIGINAL OFFENSE: CT. 1 CONSPIRACY FOR UNLAWFUL DISTRIBUTION OF CONT DANG SUB AFCF (STATUTE: O.S. 63 2-408)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT. 2 DISTRIBUTION OF A CONTROLLED DANGEROUS SUBSTANCE AFCF (STATUTE: O.S. 63 2-401)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: OPERAT M.V. AT SPEED GREATER THAN REASON/PROPER (STATUTE: O.S. 4711801)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: UNAUTHORIZED USE OF VEHICLE (STATUTE: 47 O.S. 4 102)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: OBTAINING MONEY OR PROPERTY BY MEANS OF FALSE&BOGUS CHECK (STATUTE: 21 O.S. 1541.1 1541.2)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: CT 2 INDECENT OR LEWD ACTS WITH CHILD UNDER SIXTEEN/AFCF (STATUTE: 21 O.S. 1123)
ORIGINAL PLEA: JURY TRIAL",
"ORIGINAL OFFENSE: CT 1 CAUSING AN ACCIDENT RESULTING IN GREAT BODILY INJURY WHILE DRIVIN (STATUTE: 47 O.S. 11-904(B)(1))
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT. 2 DISTRIBUTION OF A CONTROLLED DANGEROUS SUBSTANCE AFCF (STATUTE: O.S. 63 2-401)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 2 INDECENT OR LEWD ACTS WITH CHILD UNDER SIXTEEN/AFCF (STATUTE: 21 O.S. 1123)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"ORIGINAL OFFENSE: OBTAINING MONEY UNDER FALSE PRETENSES (STATUTE: 21 O.S. 1541.2,1541.1)
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: FAILURE TO PAY TAXES DUE TO STATE (STATUTE: O.S. 1151 A)
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: CT 1 INDECENT OR LEWD ACTS WITH CHILD UNDER SIXTEEN/AFCF (STATUTE: 21 O.S. 1123)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"ORIGINAL OFFENSE: CT 1 INDECENT OR LEWD ACTS WITH CHILD UNDER SIXTEEN/AFCF (STATUTE: 21 O.S. 1123)
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
"ORIGINAL OFFENSE: CT 1 INDECENT OR LEWD ACTS WITH CHILD UNDER SIXTEEN/AFCF (STATUTE: 21 O.S. 1123)
ORIGINAL PLEA: JURY TRIAL",
"ORIGINAL OFFENSE: CT 2 INDECENT OR LEWD ACTS WITH CHILD UNDER SIXTEEN/AFCF (STATUTE: 21 O.S. 1123)
ORIGINAL PLEA: JURY TRIAL",
"ORIGINAL OFFENSE: CT 1 CAUSING AN ACCIDENT RESULTING IN GREAT BODILY INJURY WHILE DRIVIN (STATUTE: 47 O.S. 11-904(B)(1))
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: SPEEDING IN A PROPERLY POSTED ZONE 50/40 (STATUTE: O.S. 11 801 C)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: OBTAINING MONEY UNDER FALSE PRETENSES (STATUTE: 21 O.S. 1541.2,1541.1)
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: SPEEDING IN A PROPERLY POSTED ZONE 50/40 (STATUTE: O.S. 11 801 C)
ORIGINAL PLEA: GUILTY PLEA",
,
"ORIGINAL OFFENSE: LARCENY OF MERCHANDISE FROM A RETAILER (STATUTE: 21 O.S. 1731)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 1 ATTEMPTED ROBBERY IN THE FIRST DEGREE/AFCF (STATUTE: 21 O.S. 791)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 1 ILLEGAL DUMPING (STATUTE: 21 O.S. 1761.1(A))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: OBTAINING MONEY OR PROPERTY BY MEANS OF FALSE&BOGUS CHECK (STATUTE: 21 O.S. 1541.1 1541.2)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: OPERAT M.V. AT SPEED GREATER THAN REASON/PROPER (STATUTE: O.S. 4711801)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: BURGLARY IN THE FIRST DEGREE (STATUTE: 21 O.S. 1431)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: HR2, LEAVING SCENE ACCIDENT /PROPERTY DAMAGE ONLY(MISD) (STATUTE: 47 O.S. 10-103)
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: HR2, LEAVING SCENE ACCIDENT INVOLVING DAMAGE (STATUTE: 47 O.S. 10-103)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
,
"ORIGINAL OFFENSE: DR3, UNLAWFUL POSSESSION OF DRUG PARAPHERNALIA (STATUTE: 63 O.S. 2-405)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: ABGEN, ASSAULT (STATUTE: 21 O.S. 644)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: DI1, DRIVING A MOTOR VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL (STATUTE: 47 O.S. 11-902(A))
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: FE1A, ELUDING/ATTEMPTING TO ELUDE POLICE OFFICER (STATUTE: 21 O.S. 540A A)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: ABDGR, ASSAULT&BATTERY-FELONIOUS/W/DEADLY OR DGR. WEAPON (STATUTE: 21 O.S. 645,652,653,681)
ORIGINAL PLEA: DISMISSED BY COURT",
,
"ORIGINAL OFFENSE: FO1, FOLLOWING TOO CLOSELY (STATUTE: 47 O.S. 11-310(A))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: DI1, DRIVING A MOTOR VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL (STATUTE: 47 O.S. 11-902(A)(2))
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DR3, UNLAWFUL POSSESSION OF DRUG PARAPHERNALIA (STATUTE: 63 O.S. 2-405)
ORIGINAL PLEA: DISMISSED WITH COSTS",
"ORIGINAL OFFENSE: DI0, DRIVING W/ BREATH ALCOHOL CONTENT .08 OR MORE (MISD) (STATUTE: 47 O.S. 11-902(A)(1))
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: S51, SPEEDING 1 - 10 MPH OVER (STATUTE: 47 O.S. 11-801(B)(F), 11-801E)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
,
,$10.00 FINE; FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
,
"ORIGINAL OFFENSE: SB3, SEAT BELT VIOLATIONS (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: SB3, SEAT BELT VIOLATIONS (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: S16, SPEEDING 16-20 MPH OVER (STATUTE: 47 O.S. 11-801A)
ORIGINAL PLEA: BOND FORFEITED",
"ORIGINAL OFFENSE: SB4, SEAT BELT VIOLATIONS PICKUP/VAN (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: RT5, OTHER REGISTRATION / TITLE VIOLATIONS (STATUTE: 47 O.S. 1151)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
,
"ORIGINAL OFFENSE: FR5, FAILURE TO COMPLY WITH COMPULSORY INSURANCE LAW OR FAILURE TO PRODUCE SECURITY VERIFICATION FORM (STATUTE: 47 O.S. 7-602.1, 7-606(A)1)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: LP4, AFFIXING IMPROPER LICENSE PLATE TO MV (STATUTE: 47 O.S. 4-107(D))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
,
,
"ORIGINAL OFFENSE: SB4, SEAT BELT - PASSENGER NOT WEARING SEAT BELT (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: S15, SPEEDING 15 MPH OVER (STATUTE: 47 O.S. 11-801)
ORIGINAL PLEA: GUILTY PLEA",
,other: BOND FORFEITED AT DEFTS REQUEST ONLINE TRANSACTION
,
"ORIGINAL OFFENSE: NOT WEARING SEATBELT (CAR) (STATUTE: O.S. 4712417)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: S51, SPEEDING 1 - 10 MPH OVER (STATUTE: 47 O.S. 11-801(B)(C)(F))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
Statute: 63 OS 2-401-2-420; Warrant Active: Yes; Warrant Date: 02/12/2019,VERIFIED SENTENCE INFORMATION NOT AVAILABLE;
,
Statute: 63 OS 2-405,FEES AMOUNT UNSPECIFIED; $83.00 COSTS;
,
Statute: 21 OS 540,FEES AMOUNT UNSPECIFIED; $83.00 COSTS;
,
Statute: 63 OS 2-405,1 YEAR SUSPENDED JAIL; 1 YEAR PROBATION; $200.00 FINE; FEES AMOUNT UNSPECIFIED; $83.00 COSTS;
,
Statute: 63 OS 2-401-2-420; Warrant Active: Yes; Warrant Date: 02/12/2019,VERIFIED SENTENCE INFORMATION NOT AVAILABLE;
Statute: 63 OS 2-405,
Statute: 63 OS 2-401-2-420,6 MONTHS JAIL; FEES AMOUNT UNSPECIFIED; $83.00 COSTS;
,
,
,
,
,
,
Statute: 63 OS 2-405,VERIFIED SENTENCE INFORMATION NOT AVAILABLE;
,
,
,
,
,
,
,
,$100.00 FINE; FEES AMOUNT UNSPECIFIED; $83.00 COSTS;
,
,
,
,
,
,
,
,
Statute: 63 OS 2-401-2-420,6 MONTHS JAIL; FEES AMOUNT UNSPECIFIED; $83.00 COSTS;
,
,
,
Statute: 63 OS 2-405,VERIFIED SENTENCE INFORMATION NOT AVAILABLE;
,$5.00 FINE; FEES AMOUNT UNSPECIFIED; $88.00 COSTS;
,
,
,
Statute: 63 OS 2-401-2-420,6 MONTHS JAIL; $100.00 FINE; FEES AMOUNT UNSPECIFIED; $83.00 COSTS;
,
,$100.00 FINE; FEES AMOUNT UNSPECIFIED; $88.00 COSTS;
"COUNTS RUN CONCURRENT

10/16/2018: SENTENCE REVOKED TO REMAIN SUSPENDED EXCEPT 6 MONTHS WORTH OF WEEKENDS; Original Charge Type: FELONY; Original Charge: POSSESSION OF CONTROLLED DANGEROUS SUBSTANCE; Statute: 63 OS 2-401-2-420",1 YEAR SUSPENDED JAIL; 1 YEAR PROBATION; $200.00 FINE; FEES AMOUNT UNSPECIFIED; $83.00 COSTS;
,
,
,
,
,
Statute: 63 OS 2-405,FEES AMOUNT UNSPECIFIED; $83.00 COSTS;
,
,
,
,FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
,
,
,
,FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
,
,FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
Warrant Active: Yes; Warrant Date: 05/22/2020,FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
,
Statute: 63 OS 2-405,FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
,
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE,
"ORIGINAL OFFENSE: EDUC, VIOLATION OF COMPULSORY EDUCATION ACT (STATUTE: 70 O.S. 10-105)
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: DL5, OPERATING MV WITHOUT BEING LICENSED OR WITH EXPIRED DL (STATUTE: 47 O.S. 6-303(A))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: POSSESSION OF A CONTROL DANGEROUS SUBST W/INTENT TO DISTRIBUTE (STATUTE: O.S. 63 2-401)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FAILURE TO COMPLY WITH REQUIRED COMP LIAB INS LAW (STATUTE: 47 O.S. 7.602.1)
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: CT. 1 CONCEALING STOLEN PROERTY (STATUTE: 21 O.S. 1713)
ORIGINAL PLEA: DEMURRER SUSTAINED AT PRELIMINARY HEARING",
"ORIGINAL OFFENSE: CT 1 ROBBERY IN THE FIRST DEGREE (STATUTE: 21 O.S. 791)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 2 ROBBERY IN THE FIRST DEGREE (STATUTE: 21 O.S. 791)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 1 DRIVING WHILE UNDER THE INFLUENCE/INTOX LIQUOR (STATUTE: 47 O.S. 11-902)
ORIGINAL PLEA: DISMISSED BY COURT",
"ORIGINAL OFFENSE: CT. 2 POSSESSION OF DRUG PARAPHERNALIA (STATUTE: O.S. 63 2-405)
ORIGINAL PLEA: DEMURRER SUSTAINED AT PRELIMINARY HEARING",
"ORIGINAL OFFENSE: CT 1 GRAND LARCENY (STATUTE: 21 O.S. 1704)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: CT 2 FORGERY IN THE SECOND DEGREE (STATUTE: 21 O.S. 1577)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: FAILURE TO COMPLY WITH REQUIRED COMP LIAB INS LAW (STATUTE: 47 O.S. 7 602.1)
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: ROBBERY IN THE FIRST DEGREE (STATUTE: 21 O.S. 791)
ORIGINAL PLEA: GUILTY PLEA",
,
,$135.00 FINE; FEES AMOUNT UNSPECIFIED; $88.00 COSTS;
,
"ORIGINAL OFFENSE: PA8, IMPROPER PASSING OF STATIONARY EMERGENCY VEHICLE. (STATUTE: 47 O.S. 11-314)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
,other: BOND AMOUNT: (249)
,other: BOND AMOUNT: (235)
,
"ORIGINAL OFFENSE: IL1, CHANGING LANES UNSAFELY (STATUTE: 47 O.S. 11-309 .2)
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
,
,
"ORIGINAL OFFENSE: SB3, FAIL TO PROPERLY WEAR SEATBELT (DRIVER) (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: SB3, FAIL TO PROPERLY WEAR SEATBELT (DRIVER) (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: GUILTY PLEA",
,
,
,
,
,
,
,
,
,
"ORIGINAL OFFENSE: SB3, SEAT BELT - DRIVER NOT WEARING SEAT BELT (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: BOND FORFEITED",
,
,
"ORIGINAL OFFENSE: SB3, SEAT BELT - DRIVER NOT WEARING SEAT BELT (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
"ORIGINAL OFFENSE: SB3, SEAT BELT - DRIVER NOT WEARING SEAT BELT (STATUTE: 47 O.S. 12-417(A))
ORIGINAL PLEA: NOLO CONTENDERE PLEA",
,
"ORIGINAL OFFENSE: ABDOM, DOMESTIC ASSAULT&BATTERY (STATUTE: 21 O.S. 644(C))
ORIGINAL PLEA: DISMISSED- REQUEST OF THE STATE",
,
Statute: 21 O.S. 644 J,
Statute: 21 O.S. 644(C),"2020-12-09: CRIMINAL MISDEMEANOR INITIAL FILING.
2020-12-09: DEFENDANT SPENCER NORRIS WAS CHARGED WITH COUNT #1, DOMESTIC ASSAULT   BATTERY IN VIOLATION OF 21 O.S. 644(C)
2020-12-18: A BOND FROM CASE # NF-2020-8906 DATED 12/07/2020 HAS BEEN TRANSFERRED TO THIS CASE. THE INFORMATION ON THIS BOND IS AS FOLLOWS: PROFESSIONAL BOND FOR NORRIS, SPENCER POSTED BY WHITTAKER, TANYA (MULTICOUNTY AGENT:ROBERTS, RUSSELL) (POWERNUMBER:45451), COUNT NUMBER 1, IN THE AMOUNT OF $10,000.00, POSTED 12/07/2020
2021-01-26: JUDGE MARY ANN GODSBY: CASE DISMISSED REFILED AS FELONY PER STATES MOTION TO DISMISS BOND EXONERATED."
,
Statute: 21 O.S. 1173,
,other: 6 MONTHS DEFERRED; 08/28/2020- WARRANT ISSUED; FAILED TO APPEAR AND PAY
"ORIGINAL OFFENSE: DR1, PUBLIC INTOXICATION (STATUTE: 37 O.S. 8)
ORIGINAL PLEA: GUILTY PLEA",
Statute: 47 OS 11-801a,$5.00 FINE; FEES AMOUNT UNSPECIFIED; COSTS AMOUNT UNSPECIFIED;
"ORIGINAL OFFENSE: DR3MV, POSSESSION OF DRUG PARAPHERNALIA (STATUTE: 63 O.S. 2-405)
ORIGINAL PLEA: DEFERRED/ACCELERATED GUILTY
ORIGINAL PLEA: GUILTY PLEA",
,other: WARRANT ISSUED 02/06/2019
"ORIGINAL OFFENSE: LC3, DRIVING LEFT OF CENTER (STATUTE: 47 O.S. 11-306)
ORIGINAL PLEA: DEFERRED/ACCELERATED GUILTY
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DI2DM, DUI DRUGS (MUNICIPAL ARREST) (STATUTE: 47 O.S. 11-902(A)(3))
ORIGINAL PLEA: DEFERRED/ACCELERATED GUILTY
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DI2DM, DUI DRUGS (MUNICIPAL ARREST) (STATUTE: 47 O.S. 11-902(A)(3))
ORIGINAL PLEA: DEFERRED/ACCELERATED GUILTY
ORIGINAL PLEA: GUILTY PLEA",
,"other: 06/01/2017 - CASE DEFERRED FOR 18 MONTHS, ALL COUNTS TO RUN CONCURRENT WITH EACH OTHER. 11/08/2018 APPLICATION TO REVOKE WITH JAIL TIME SUSPENDED, ALL PREVIOUS FINES AND COSTS DUE."
,"other: 06/01/2017 - CASE DEFERRED FOR 18 MONTHS, ALL COUNTS TO RUN CONCURRENT WITH EACH OTHER. 11/08/2018 APPLICATION TO REVOKE WITH JAIL TIME SUSPENDED, ALL PREVIOUS FINES AND COSTS DUE."
"ORIGINAL OFFENSE: DU4, POSSESSION OF CONTROLLED DRUG (STATUTE: 63 O.S. 2-402(A)(1))
ORIGINAL PLEA: DEFERRED/ACCELERATED GUILTY
ORIGINAL PLEA: GUILTY PLEA",
"ORIGINAL OFFENSE: DR3MV, POSSESSION OF DRUG PARAPHERNALIA (STATUTE: 63 O.S. 2-405)
ORIGINAL PLEA: DEFERRED/ACCELERATED GUILTY
ORIGINAL PLEA: GUILTY PLEA",
,"other: 06/01/2017 - CASE DEFERRED FOR 18 MONTHS, ALL COUNTS TO RUN CONCURRENT WITH EACH OTHER. 11/08/2018 APPLICATION TO REVOKE WITH JAIL TIME SUSPENDED, ALL PREVIOUS FINES AND COSTS DUE."
"ORIGINAL OFFENSE: LC3, DRIVING LEFT OF CENTER (STATUTE: 47 O.S. 11-306)
ORIGINAL PLEA: DEFERRED/ACCELERATED GUILTY
ORIGINAL PLEA: GUILTY PLEA",
,"sentence suspended: 1 YEAR
other: 06/01/2017 DEFERRED FOR 18 MONTHS. UNDER THE SUPERVISION OF THE TULSA COUNTY DISTRICT ATTORNEY'S OFFICE. COUNTS TO RUN CONCURRENT WITH EACH OTHER. 11/08/2018 APPLICATION TO REVOKE WITH JAIL TIME SUSPENDED, ALL PREVIOUS FINES AND COSTS DUE."
"ORIGINAL OFFENSE: DU4, POSSESSION OF CONTROLLED DRUG (STATUTE: 63 O.S. 2-402(A)(1))
ORIGINAL PLEA: DEFERRED/ACCELERATED GUILTY
ORIGINAL PLEA: GUILTY PLEA",
,other: WARRANT ISSUED ON 02/06/2019
,
"ORIGINAL OFFENSE: DU4IV, POSSESSION OF CONTROLLED DRUG (STATUTE: 63 O.S. 2-402(A)(1))
ORIGINAL PLEA: DEFERRED/ACCELERATED GUILTY
ORIGINAL PLEA: GUILTY PLEA",
