Charge,Count,Percent,Category(1 violent or 0 non violent)
4574(C) PC-SEND/ETC TEAR GAS/WPN:PRISON/ETC,3.0,5.440669768e-07,0
"23102.5(A) VC-DUI TOLUENE/POISON,MISDEMEANOR",3.0,5.440669768e-07,0
302 HN-WILLFUL SINK/SET ADRIFT 10TON/+ VESSEL,3.0,5.440669768e-07,0
23105(C) VC-DRUG ADDICT DRIVE ON HIGHWAY,3.0,5.440669768e-07,0
647.1 PC-VAGRANCY:ABLE BODIED UNEMPLOYED,3.0,5.440669768e-07,0
571(B) PC-UNAUTHORIZED SUBLEASING VEHICLE,3.0,5.440669768e-07,0
310 PC-MINOR VISIT BIRD/PRIZE FIGHT,3.0,5.440669768e-07,0
22435.2(C) BP-POSSESS ALTERED SHOPPING CART,3.0,5.440669768e-07,0
581 BP-POSS/ETC ALTER/ETC MED PRAC CERT/ETC,3.0,5.440669768e-07,0
119(F) BP-UNAUTH POSS/REPRODUCTION OF LICENSE,3.0,5.440669768e-07,0
WORK FURLOUGH PROGRAM,3.0,5.440669768e-07,0
22514 VC-PARK/ETC W/IN 15 FT FIRE HYDRANT,3.0,5.440669768e-07,0
14 1.62 CA-CA REG:FISH/ETC - LGL MINM SZ,3.0,5.440669768e-07,0
5901 FG-IMPEDING FISH PASSAGE,3.0,5.440669768e-07,0
3081(A) FG-POSS DEER/ETC MEAT OUT OF SEASON,3.0,5.440669768e-07,0
5900 VC-FAIL TO NOTIFY DMV:VEH SALE/ETC,3.0,5.440669768e-07,0
22513(C) VC-TOW OWN/OPR MOVE VEH:W/O AUTHORITY,3.0,5.440669768e-07,0
588A PC-THROW INJ SUB ON HIWAY W/GBI INTENT,3.0,5.440669768e-07,0
VIOLATION FEDERAL NARCOTIC LAWS,3.0,5.440669768e-07,0
VIOLATION FEDERAL DRUG LAWS,3.0,5.440669768e-07,0
14 29.85(A)(1) CA-CA REG:TAKE DUNGENESS CRAB,3.0,5.440669768e-07,0
22504(A) VC-STOP/PARK ON ROADWAY,3.0,5.440669768e-07,0
225.5(A) SH-VEND/ETC:HWY VISTA POINT/ETC,3.0,5.440669768e-07,0
8040 FG-PROCESS/ETC FISH/ETC WITHOUT LICENSE,3.0,5.440669768e-07,0
11161(A) HS-UNAUTH POSS PRESCRIPTION BLANKS,3.0,5.440669768e-07,0
14166 PC-VIOLATIONS OF MONETARY TRANSACTIONS,3.0,5.440669768e-07,0
POSSESS STOLEN MAIL,3.0,5.440669768e-07,0
537G PC-REMOVE/ETC NCIC ID NUMBER,3.0,5.440669768e-07,0
538D(B)(2) PC-WEAR/USE FALSE BADGE TO IMPRS PO,3.0,5.440669768e-07,0
326 PC-LET BUILDING/VESSEL FOR LOTTERY,3.0,5.440669768e-07,0
148.2.4 PC-PREVENT ASSISTANCE EXTINGUISH FIRE,3.0,5.440669768e-07,0
8252 FG-SPINY LOBSTER LESS THAN 3.25 INCH,3.0,5.440669768e-07,0
148.4(B) PC-FALSE FIRE ALARM RESULT GBI/DEATH,3.0,5.440669768e-07,0
8603 FG-PROHIB USE/ETC NET/ETC TO TAKE FISH,3.0,5.440669768e-07,0
538.5 PC-FRAUD USE TV/ETC TRANSMISSION INFO,3.0,5.440669768e-07,0
290(G)(9) PC-290 VIOL INFO OTH/T G1/G2,3.0,5.440669768e-07,0
23112.5(A) VC-HAZ MAT SPILL:NOTIFIY CHP,3.0,5.440669768e-07,0
290(G)(6) PC-290 VIOL TRAN 30 DY UPDTE,3.0,5.440669768e-07,0
23121 VC-DRINKING IN VEHICLE,3.0,5.440669768e-07,0
23124(B) VC-USE CELL PH WHILE DRIV:UND 18YRS,3.0,5.440669768e-07,0
11225(A) PC-BLDG USED F/ILL GAMBLING/ETC,3.0,5.440669768e-07,0
8305 FG-COMERCIALY TAKE ABALONE:PROHIB WATERS,3.0,5.440669768e-07,0
334(A) PC-USE HIDDEN MECHAN DEVICE TO DEFRAUD,3.0,5.440669768e-07,0
5379 PU-OPR CHRTR CARRIER WITH SUSP PERMIT,3.0,5.440669768e-07,0
538G(B) PC-IMPERSN CITY/CNTY ETC EMP:ID,3.0,5.440669768e-07,0
290.011(F) PC-TRAN FAIL RPT OOS MOVE,3.0,5.440669768e-07,0
643 PC-ILLEGAL DISPOSAL OF FETAL REMAINS,3.0,5.440669768e-07,0
146E(A) PC-DISCLOSE/ETC PO/ETC ADDRESS/ETC,3.0,5.440669768e-07,0
602(V)(1) PC-TRESPASS:STERILE AREA:AIRPORT,3.0,5.440669768e-07,0
142(A) PC-PEACE OFFICER REFUSE TO ARREST,3.0,5.440669768e-07,0
647.11 PC-VAGRANCY:DRUNK,3.0,5.440669768e-07,0
113995 HS-POTENTIAL HAZARD:FOOD TEMPERATURE,3.0,5.440669768e-07,0
647.2 PC-VAGRANCY:BEGGING,3.0,5.440669768e-07,0
1370.5 PC-ESCAP:MENTL INCOMP/DEVLPMNTLY DISABL,3.0,5.440669768e-07,0
12552 PC-FURNISH MINOR W/WEAPON,3.0,5.440669768e-07,0
647.5 PC-VAGRANCY:LOITER BY TOILET,3.0,5.440669768e-07,0
29610 EL-FRAUDULENT VOTE CASTING,3.0,5.440669768e-07,0
12552(A) PC-FURNISH MINOR WITH BB DEVICE,3.0,5.440669768e-07,0
290.95(A) PC-FAIL TO REPORT SEX REG STATUS,3.0,5.440669768e-07,0
8214.2(A) GC-NOTARY ACT:W/INTENT DEFRAUD,3.0,5.440669768e-07,0
6452(A) RT-UNFILED QUARTERLY TAX RETURN,3.0,5.440669768e-07,0
31615 PC-PROHIB PRCHS/REC HNDGN W/O CERT,3.0,5.440669768e-07,0
12001.1(A) PC-MFG/ETC UNDETECTABLE KNIVES,3.0,5.440669768e-07,0
17414(A)(1) FC-DISBURSE/ETC ESCROW FUND VIOL,3.0,5.440669768e-07,0
1300(A) PC-BOND SURRENDER,3.0,5.440669768e-07,0
36 261.11(D) US-FEDERAL REGULATION:LITTERING,3.0,5.440669768e-07,0
396 PC/10980 WI-FRAUD TO OBTAIN AID,3.0,5.440669768e-07,0
38318(B) VC-THROW SUBSTNCE AT OHV W/GBI INTENT,3.0,5.440669768e-07,0
484A(B)(2) PC-HAVE CREDIT CARD ILLEGALLY,3.0,5.440669768e-07,0
266G PC-PLACE WIFE IN BROTHEL,3.0,5.440669768e-07,0
655(E) HN-USE WATERCRAFT WHILE ADDICTED DRUGS,3.0,5.440669768e-07,0
655.6(A) HN-BUI:OPERATE VESSEL/ETC -21,3.0,5.440669768e-07,0
244.5(C) PC-ASLT PO/FIREMAN W/STUN GUN/TASER,3.0,5.440669768e-07,0
11357.5(A) HS-SELL/DIST SYNTHETIC CANNABINOID,3.0,5.440669768e-07,0
7055 HS-REMOVE HUMAN REMAINS WITHOUT PERMIT,3.0,5.440669768e-07,0
38305 VC-OFF HWY VEHICLE EXCEED SPEED LIMIT,3.0,5.440669768e-07,0
21110 PC-MFG/SALE/POSS/ETC BALLISTIC KNIFE,3.0,5.440669768e-07,0
2110.5 UI-FAIL TO WITHHOLD DEDUCTIONS,3.0,5.440669768e-07,0
398 PC-SELL LIQUOR AFTER HOURS,3.0,5.440669768e-07,0
490.5(B) PC-PETY THEFT RETAIL MERCHANDISE:MNR,3.0,5.440669768e-07,0
399.5(A) PC-DOG FIGHT/ETC-TRAINED CAUSE INJURY,3.0,5.440669768e-07,0
399.5(A) PC-DOG TRAINED TO FIGHT/ETC:INJ,3.0,5.440669768e-07,0
4000.2 VC-OUT OF STATE VEH:NO REG/SMOG CERT,3.0,5.440669768e-07,0
4211 BP-DANGEROUS DRUGS,3.0,5.440669768e-07,0
13304 PC-UNAUTH PERSON RECEIVE/ETC RECORD/ETC,3.0,5.440669768e-07,0
626.10(I) PC-POS LESS LETHAL WPN ON COL/UNV,3.0,5.440669768e-07,0
243.4 PC-BATTERY/FEDERAL PEACE OFFICER,3.0,5.440669768e-07,0
6203 GC-MAKE/ETC FALSE CERTIFICATE/ETC,3.0,5.440669768e-07,0
12101(A)(3) HS-HAVE/ETC EXPLOSIVE W/O PERMIT,3.0,5.440669768e-07,0
499C PC-THEFT OF TRADE SECRETS,3.0,5.440669768e-07,0
26703(B) VC-SAFETY GLAZING MATERIAL VIOL,3.0,5.440669768e-07,0
499B.1(A) PC-CNV 499B W/PR CONF VEH/VESL THFT,3.0,5.440669768e-07,0
266I(F) PC-PROCURE PERSON FOR PROST FOR GAIN,3.0,5.440669768e-07,0
266I(B) PC-PANDERING:OTHER PERSON UNDER 16,3.0,5.440669768e-07,0
182 PC-CONSPIRACY/BURGLARY,3.0,5.440669768e-07,Property
2118(B) FG-IMPORT/ETC MAMMALS W/O PERMIT,3.0,5.440669768e-07,0
7152 RT-VERIFY/ETC FALSE/ETC TAX RETURN,3.0,5.440669768e-07,0
382 PC-ADULTERATE FOOD/DRUGS/ETC,3.0,5.440669768e-07,0
1332(A) PC-WIT:ORDER FOR WRTTN UNDRTKG TSTIFY,3.0,5.440669768e-07,0
243.4(B) PC-SEX BATT:MED INST PERSON,3.0,5.440669768e-07,0
2803(A) VC-VIOLATE LOAD/PERMIT REGULATIONS,3.0,5.440669768e-07,0
CONV 451(D) PC/NO ARREST PRINTS RECEIVED CII,3.0,5.440669768e-07,0
11370.9(A) HS-CONCEAL/ETC/REC/ETC GAINS:C/SUB,3.0,5.440669768e-07,0
191.5(D) PC-GRS VEH MANSL W/INTOX W/PRIOR CONV,3.0,5.440669768e-07,0
2106 UI-FAILURE TO FURNISH REQUIRED REPORT,3.0,5.440669768e-07,0
9400.1(F) VC-FAILURE TO DISPLAY WGT DECAL,3.0,5.440669768e-07,0
25191(D)(1) HS-TRNSP/ETC HAZ WASTE:NO CERT/ETC,3.0,5.440669768e-07,0
BREAKING/ENTERING/LARCENY(B&E&L),3.0,5.440669768e-07,0
4150 BP-OBTAIN HYPO NEEDLE/SYRINGE BY FRAUD,3.0,5.440669768e-07,0
415.5(A)(2) PC-LOUD/UNREAS NOISE COLL/UNIV,3.0,5.440669768e-07,0
414 PC-LEAVE STATE TO PRIZEFIGHT,3.0,5.440669768e-07,0
11561 HS-ADULT 90 DAY CONTROL SUBST COMM,3.0,5.440669768e-07,0
25191(D)(2) HS-CARRY/ETC HAZ WASTE:NO MANIFEST,3.0,5.440669768e-07,0
19941(A)(1) BP-UNDER 21:GAME ROOM VIOLATION,3.0,5.440669768e-07,0
667.6(B) PC-PR CONV:10YR ENHANCE EACH PR CONV,3.0,5.440669768e-07,0
413 PC-PRESCENCE AT ILLEGAL PRIZE FIGHT,3.0,5.440669768e-07,0
6787(B) BP-FILE FALSE CERT OF REGISTRATION,3.0,5.440669768e-07,0
2474 VC-STEAL/ETC INEDIBLE KITCHEN GREASE,3.0,5.440669768e-07,0
25189.5 HS-DISPOSE/ETC HAZARDOUS WASTE,3.0,5.440669768e-07,0
415(3) PC-OFFNSV WORDS PUB PRVK VIOL REACTN,3.0,5.440669768e-07,0
6701 RT-FAIL TO PLACE SECURITY FOR TAX,3.0,5.440669768e-07,0
2054 BP-ADV AS DR/ETC W/O VALID/ETC CERT,3.0,5.440669768e-07,0
25102 VC-SIDE LAMPS VIOLATION,3.0,5.440669768e-07,0
11362.3(A)(7) HS-SMOKE/ING MARIJ WHILE DRIVING,3.0,5.440669768e-07,0
19405(A)(1) RT-MAKE/ETC FLS RET/ETC:PERJ DECLR,3.0,5.440669768e-07,0
2102(A) UI-FLS RPT/ETC GAIN/ETC BENES O-O-ST,3.0,5.440669768e-07,0
405A PC-TAKE BY MEANS OF RIOT FROM PEACE OFF,3.0,5.440669768e-07,Public Order
26 5861(H) US-MFG/ETC:FIREARM:ALT/ETC ID/ETC,3.0,5.440669768e-07,0
602 WI-JUVENILE/ROBBERY,3.0,5.440669768e-07,0
245.6(C) PC-HAZING:W/O SERIOUS BODILY INJURY,3.0,5.440669768e-07,0
192.5(B) PC-VEH MNSLAUGHTER W/VES W/O GR NEG,3.0,5.440669768e-07,0
CIVIL RIGHTS,3.0,5.440669768e-07,0
25612.5(C)(3) BP-NO ALC BEV CONSMD:RTL ESTAB,3.0,5.440669768e-07,0
25603 BP-BRING LIQUOR INTO PRISON/JAIL,3.0,5.440669768e-07,0
601 WI-PLACEMENT RUNAWAY,3.0,5.440669768e-07,0
70 PC-SOLICIT/ACCEPT GRATUITY,3.0,5.440669768e-07,0
487G PC-GRAND THEFT:DOG FOR SALE OR RESEARCH,3.0,5.440669768e-07,0
25507(A) HS-FAIL REPORT RELEASE OF HAZ MAT,3.0,5.440669768e-07,0
20910 PC-MFG/SALE/POSSES WRITING PEN KNIFE,3.0,5.440669768e-07,0
12814.6(B)(1)(B) VC-PROV LIC:NO PASNGR -20YRS,3.0,5.440669768e-07,0
11152 HS-PRESCRIPTIONS MUST CONFORM TO LAW,3.0,5.440669768e-07,0
602 WI-JUVENILE/FORGERY,3.0,5.440669768e-07,0
11590 HS-11590 HS REG ORDERED BY COURT,3.0,5.440669768e-07,0
2121 UI-AID/ETC IN PREP/ETC OF FALSE/ETC DOCS,3.0,5.440669768e-07,0
95 PC-INFLUENCE JUROR/ETC,3.0,5.440669768e-07,0
18 661 US-TAKE/STEAL PERS PROP:MARITIME JUR,3.0,5.440669768e-07,0
502.7(B)(2) PC-ADV/ETC PLAN/ETC:AVOID TELE TOL,3.0,5.440669768e-07,0
502(C)(5) PC-DISRUPT/DENY/ETC COMPUTER SVS,3.0,5.440669768e-07,0
502(C)(6) PC-PROVIDE/ASIST ACCESS COMPUTER/ETC,3.0,5.440669768e-07,0
37 503(A) US-AWOL:SERVICES,3.0,5.440669768e-07,0
21456.2(A) VC-BICYCLE OPR OBEY VEH LAWS,3.0,5.440669768e-07,0
11713.1 VC-FALSE ADV/BUSINESS PRACTICE:DEALER,3.0,5.440669768e-07,0
EN ROUTE/HOLD FOR PROBATION,3.0,5.440669768e-07,0
27459 VC-SNOWTIRES/CHAINS VIOLATION:POSTED,3.0,5.440669768e-07,0
653N PC-INSTALL/MAINTAIN TWO-WAY MIRROR,3.0,5.440669768e-07,0
18 1951(A) US-INTERFERE WITH COMMERCE:THREATS,3.0,5.440669768e-07,0
FAIL TO REGISTER,3.0,5.440669768e-07,0
432 PC-POSSESS BLANK LICENSE/POLL TAX RECEIPTS,3.0,5.440669768e-07,0
12302 HS-ILLEGAL TRANSPORT OF EXPLOSIVES,3.0,5.440669768e-07,0
11715 HS-FORGED PRESCRIPTION,3.0,5.440669768e-07,0
12022.8 PC-GBI ON VICTIM OF SEX CRIME,3.0,5.440669768e-07,0
2416(C) VC-VIOL EMERGENCY VEHICLE PERMIT REGS,3.0,5.440669768e-07,0
27602(A) VC-OPERATE VEHICLE WITH TV VISIBLE,3.0,5.440669768e-07,0
502.8(D) PC-SELL/ETC ILLEGAL TELECOM EQUIP,3.0,5.440669768e-07,0
482 PC-RESTORE RAILROAD/STEAMSHIP TICKET,3.0,5.440669768e-07,0
6316 WI-MDSO COMMITMENT UP TO 90 DAYS,3.0,5.440669768e-07,0
2795 BP-PROFESSIONAL PRACTICE VIOLATION,3.0,5.440669768e-07,0
367 PC-SELL DEBASED/ALTERED QUICKSILVER,3.0,5.440669768e-07,0
4327 BP-SELL/DISPENSE/ETC DRUG:UNDR INFL,3.0,5.440669768e-07,0
481.1 PC-COUNTERFEIT/ETC FARE MEDIA,3.0,5.440669768e-07,0
17550.14(A) BP-TRAVEL SRVC FAIL TO REIMBRSE,3.0,5.440669768e-07,0
36 4.15(A) US-FR:FAILURE TO WEAR SEAT BELT,3.0,5.440669768e-07,0
HOMICIDE,3.0,5.440669768e-07,0
273F PC-SEND MINOR TO IMMORAL PLACE,3.0,5.440669768e-07,0
454(A)(2) PC-ARSON DURING STATE EMERGENCY,3.0,5.440669768e-07,Property
ELECTION LAWS,3.0,5.440669768e-07,0
12689(B) HS-SELL/ETC SAFE F/WRKS:MNR UND 16,3.0,5.440669768e-07,0
18 641 US-STEAL/REC/ETC US MONEY/PROP,3.0,5.440669768e-07,0
270.5 PC-PARENT REFUSE MINOR SHELTER/ETC,3.0,5.440669768e-07,0
5017(A) VC-IDENTIFICATION PLATE VIOLATION,3.0,5.440669768e-07,0
424.3 PC-EMBEZZLEMENT BY PUBLIC OFFICER,3.0,5.440669768e-07,0
18 659 US-UNLAWFUL SHIPMENTS:COMMON CARRIERS,3.0,5.440669768e-07,0
597D PC-VIOLATE ANTI-DOCKING LAW,3.0,5.440669768e-07,0
18 3583(D) US-VIOLATE SUPERVISED RELEASE,3.0,5.440669768e-07,0
24252(B) VC-LAMP VOLTAGE:85 PER REQ VOLT,3.0,5.440669768e-07,0
214 PC-TRAIN ROBBERY,3.0,5.440669768e-07,0
27152 VC-EXHAUST PIPE VIOLATION,3.0,5.440669768e-07,0
424(A)4 PC-EMBEZZLEMENT BY PUBLIC OFFICER,3.0,5.440669768e-07,0
374D PC-LEAVE DEAD ANIMAL IN OR NEAR STREET,3.0,5.440669768e-07,0
273.7 PC-DISCLOSE DOMESTIC VIOLENCE SHELTER,3.0,5.440669768e-07,0
11166(A) PC-MANDATED RPTR FAL RPT INCIDENT,2.0,3.627113179e-07,0
593A PC-PUT NAILS IN WOOD FOR LUMBER MFG,2.0,3.627113179e-07,0
594.35(A) PC-DESTROY CEMETERY PROPERTY,2.0,3.627113179e-07,0
8550 BP-PRACTICE PEST CONTROL W/O LICENSE,2.0,3.627113179e-07,0
833(A) IC-ISSUING/ETC SECURITY W/O PERMIT,2.0,3.627113179e-07,0
7881(B) FG-VIOL:SHOW/ETC COMMERCIAL BOAT REG,2.0,3.627113179e-07,0
GRAND THEFT/MONEY,2.0,3.627113179e-07,0
8050 FG-LANDING RECORD VIOL:COMMERCIAL FISHER,2.0,3.627113179e-07,0
594.4 PC-DEFACE/ETC STRUCTURE WITH CHEM/ETC,2.0,3.627113179e-07,0
641 PC-BRIBE TEL/TEL AGENT TO DISCLOSE MESSAGE,2.0,3.627113179e-07,0
CRIMINALLY INSANE,2.0,3.627113179e-07,0
85 PC-GIVE/OFFER BRIBE TO LEGISLATOR,2.0,3.627113179e-07,0
626.10(A)(2) PC-POSSESS BOX CUTTER AT SCHOOL,2.0,3.627113179e-07,0
640(D)(5) PC-DESTROY/ETC FACILITY/VEH:PUB TRAN,2.0,3.627113179e-07,0
649A PC-INDUCE MISDIRECTION OF HOTEL/ETC GUEST,2.0,3.627113179e-07,0
8685.6 FG-SELL/ETC SALMON/ETC TAKEN BY GILNET,2.0,3.627113179e-07,0
667.75 PC-PRIOR PRISON:HS FELONIES 2+,2.0,3.627113179e-07,0
605.1 PC-REMOVE BOUNDARY MONUMENT,2.0,3.627113179e-07,0
APPEAL BOND RETURN,2.0,3.627113179e-07,0
VIOLATION OF DRUG DIVERSION,2.0,3.627113179e-07,0
667.7 PC-HABITUAL OFFENDER,2.0,3.627113179e-07,Public Order
11100.1(A) HS-FAIL SUB RPT:SPEC SUB FROM O-O-S,2.0,3.627113179e-07,0
667.61(B) PC-FEL SEX OFF:15 YRS TO LIFE,2.0,3.627113179e-07,0
FURNISH TO MINOR,2.0,3.627113179e-07,0
653H(A)(1) PC-TRANS SOUND RECORDING:SPEC CIRC,2.0,3.627113179e-07,0
VIOLATE PROBATION/MISD,2.0,3.627113179e-07,0
636 PC-EAVESDROP ON PRISONER/LAWYER/ETC,2.0,3.627113179e-07,0
640(B)(4) PC-SPIT UPON PUBLIC TRANSIT SYSTEM,2.0,3.627113179e-07,0
7325 BP-PRACTICE COSMETOLOGY W/O LICENSE,2.0,3.627113179e-07,0
653F(D)(1) PC-SOLICIT SPEC H&S ACT W/PR CONV,2.0,3.627113179e-07,0
1054.2(3) PC-DISCLOSE VIC ADD/TEL BY ATTNY/ETC,2.0,3.627113179e-07,0
635(A) PC-SELL/ETC EAVESDROPPING DEVICE,2.0,3.627113179e-07,0
KIDNAPPING,2.0,3.627113179e-07,Violent
7923 FG-FISH RECS VIOL:COMMERCIAL/PASSENGER,2.0,3.627113179e-07,0
597B PC-REGISTER DOCKED HORSES,2.0,3.627113179e-07,0
9884.9 BP-AUTO REPAIR DLR:WRIT ESTIMATE VIOL,2.0,3.627113179e-07,0
599 PC-LIVE ANIMAL/FOWL VIOLATION,2.0,3.627113179e-07,0
11172(E) PC-FAIL TO REPORT CHILD ABUSE,2.0,3.627113179e-07,Violent
664 PC-ATTEMPT CRIME/BURGLARY,2.0,3.627113179e-07,Property
6126 BP-UNAUTHORIZED ADVERTISE/PRACTICE LAW,2.0,3.627113179e-07,0
7539.3 BP-SECURITY GUARD FAIL TO WEAR ID PATCH,2.0,3.627113179e-07,0
110620 HS-MFG/SELL/DELIVR/ETC ADULTERATED FOOD,2.0,3.627113179e-07,0
653T(A) PC-DISRUPT/ETC CB/ETC EMERGENCY TRNSM,2.0,3.627113179e-07,0
7054 HS-DEPOSIT/ETC HUMAN REMAINS:SPEC CIRC,2.0,3.627113179e-07,0
11172 HS-ALTER PRESCRIPTION DATE,2.0,3.627113179e-07,0
CONV 11351.5 HS:NO ARREST PRINT RECEIVED CII,2.0,3.627113179e-07,0
10167.2 BP-ENGAGE RENTAL BUSINESS W/O LICENSE,2.0,3.627113179e-07,0
600.5(A) PC-CAUSE INJURY/DEATH:GUIDE/ETC DOG,2.0,3.627113179e-07,0
RETURN FROM TEMPORARY RELEASE/LEAVE,2.0,3.627113179e-07,0
653.23(A)(2) PC-RECEIVE PROCEED:PROSTITUTION,2.0,3.627113179e-07,0
11165 HS-ISSUE FALSE PRESCRIPTIONS,2.0,3.627113179e-07,0
656(A) HN-FAIL TO RENDER ASSISTANCE:VESSEL,2.0,3.627113179e-07,0
11155 HS-PRESCRIBE CONTROL SUBSTANCE ILLEGALY,2.0,3.627113179e-07,0
664 PC-ATTEMPT CRIME/STOLEN PROPERTY,2.0,3.627113179e-07,0
NO 11850 H&S NOTIF/REG RECD CII TO DATE,2.0,3.627113179e-07,0
7852.27 FG-COMMERCIAL FISHER:FAIL POS CDL/ID,2.0,3.627113179e-07,0
EXTORTION,2.0,3.627113179e-07,0
POSSESS ARTICLE W/SERIAL NUMBER REMOVED,2.0,3.627113179e-07,0
653T(A) PC-DISRUPT/ETC CB/ETC:EMERGNCY:SBI,2.0,3.627113179e-07,0
9051 GC-CRIME AGAINST LEGISLATURE,2.0,3.627113179e-07,0
CONV 647(A) PC/NO ARREST PRINTS RECEIVED CII,2.0,3.627113179e-07,0
11159 HS-KP/MAINT REC OF DRG ISS TO HOSP PATNT,2.0,3.627113179e-07,0
FAIL TO ID/CONCEAL ID/NO ID IN POSSESSION,2.0,3.627113179e-07,0
11107.1(B)(2) HS-MFG/ETC FAIL KEEP CHEM RECS,2.0,3.627113179e-07,0
650A PC-WEAR MASK TO CONCEAL IDENTITY,2.0,3.627113179e-07,0
11173 HS-FILL ALTERED PRESCRIPTION,2.0,3.627113179e-07,0
7028.16 BP-UNLIC CONTRCTR:WORK DUR ST EMERG,2.0,3.627113179e-07,0
11173(A)(2) HS-CONCEAL FACT OBTAIN CONTRL SUB,2.0,3.627113179e-07,0
11154 HS-PRESCRIBE/ADMINISTER/ETC CONTROL SUB,2.0,3.627113179e-07,0
617 PC-INJURE/DESTROY WRITTEN INSTRUMENT,2.0,3.627113179e-07,0
664/187(A) PC-ATTEMPTED MURDER:FIRST DEGREE,2.0,3.627113179e-07,Violent
624 PC-BREAK WATER PIPE/ETC,2.0,3.627113179e-07,0
11143 PC-UNAUTH TO RECEIVE RECORD/ETC,2.0,3.627113179e-07,0
MINOR IN POSSESSION,2.0,3.627113179e-07,0
YOUTHFUL OFFENDER,2.0,3.627113179e-07,0
364 PC-HIDE PERSON DUE FOR WRIT OF HABEAS CORP,2.0,3.627113179e-07,0
36 1002.35(B)(2) US-FED REG:POSS CONTROLD SUB,2.0,3.627113179e-07,0
347(B) PC-INFORMS HARM SUB PLACED IN FOOD/ETC,2.0,3.627113179e-07,0
3511 FG-TAKE PROTECTED BIRD/ETC W/O PERMIT,2.0,3.627113179e-07,0
35283(B) FA-MFG/PROCESS MILK/ETC W/O LICENSE,2.0,3.627113179e-07,0
20008(A) VC-FAIL TO REPORT ACCIDENT:INJ/DEATH,2.0,3.627113179e-07,0
355 PC-DESTROY EVIDENCE OF OWNERSHIP,2.0,3.627113179e-07,0
356 PC-DESTROY OWNER'S ID MARK ON LUMBER,2.0,3.627113179e-07,0
35783 VC-SPECIAL PERMIT VIOL:DISPLAY/ETC,2.0,3.627113179e-07,0
13004(B) VC-LEND/ALLOW USE OF ID CARD,2.0,3.627113179e-07,0
36 2.10(B)(8) US-FED REG:FAIL OBTAIN CAMP PERM,2.0,3.627113179e-07,0
337U(G) PC-MANIPULATE W/INTENT CHEAT GAME DVCE,2.0,3.627113179e-07,0
36 2.31(A)(3) US-FR:VANDLSM DESTROY PROPERTY,2.0,3.627113179e-07,0
193(B) PC-INVOLUNTARY MANSLAUGHTER,2.0,3.627113179e-07,Violent
36 261.3(A) US-FED REG:THRTN/ETC:FRST OFC/ETC,2.0,3.627113179e-07,0
192.5(C) PC-VEH MNSL W/VES:ALC/DRUG W/O GR NEG,2.0,3.627113179e-07,0
192.5 PC-VEH MANSL/VESSEL W/O GROSS NEGLIGENCE,2.0,3.627113179e-07,0
192.3(D) PC-DUI VEH MANSL W/O GROSS NEGLIGENCE,2.0,3.627113179e-07,0
36 4.23(C)(2) US-FED REG:DUI:REFUSE TEST,2.0,3.627113179e-07,0
13004.1(A) VC-MFG/ETC PROHIBITED ID,2.0,3.627113179e-07,0
343 PC-FAIL TO SHOW GOLD BULLION RECORDS,2.0,3.627113179e-07,0
20610 PC-MFG/SALE/POSS/ETC LIPSTICK CASE KNIFE,2.0,3.627113179e-07,0
18 1701 US-OBSTRUCTION OF MAIL,2.0,3.627113179e-07,0
31602(A) VC-TRANSPORT EXPLOSIVES W/O VALID LIC,2.0,3.627113179e-07,0
21228(A) VC-FAIL OPR MOTR SCOOTR:RGT CURB/EDGE,2.0,3.627113179e-07,0
212 LC-NONNEGOTIABLE PAYMENT OF WAGES,2.0,3.627113179e-07,0
2116(B) UI-FRAUD STATEMENT:BENEFITS CLAIM,2.0,3.627113179e-07,0
21116(A) VC-DRIVE ON LEVEE/ETC W/O RT OF WAY,2.0,3.627113179e-07,0
311.4 PC-WRITE AD FOR OBSCENE MATTER,2.0,3.627113179e-07,0
311.5 PC-MFG/SELL OBSCENE RECORDING/ETC,2.0,3.627113179e-07,0
12750 HS-SALE/ETC UNCLASSED FIREWORKS,2.0,3.627113179e-07,0
2109 UI-EXEC OFF/ETC FAIL TO REPORT/ETC,2.0,3.627113179e-07,0
319 PC-LOTTERY,2.0,3.627113179e-07,0
337J(A)(1) PC-UNLAWFUL OPR/ETC CONTRLD GAME,2.0,3.627113179e-07,0
2107 UI-WITHHOLD INFORMATION TO OBTAIN AID,2.0,3.627113179e-07,0
32001(C) VC-HAZ MAT:MOTOR CARRIER DIR TRANS,2.0,3.627113179e-07,0
32051 EC-CONSPIRE ENGAGE/ETC HAZING:HARM/ETC,2.0,3.627113179e-07,0
12814.6(B)(1)(A) VC-PROV LIC:NO DRIVE 11PM-5AM,2.0,3.627113179e-07,0
21 124 US-SALE OF HEROIN,2.0,3.627113179e-07,0
209.5(B) PC-KIDNAP/CARJACK:VICTIM MOVED,2.0,3.627113179e-07,0
337.4 PC-OBTAIN OVER $200 BY TOUTING,2.0,3.627113179e-07,0
208(D) PC-KIDNAP PRSN UNDR 14:SPEC CIRC,2.0,3.627113179e-07,0
360 PC-PERFORM/RECORD MARRIAGE ILLEGALLY,2.0,3.627113179e-07,0
13095 UI-FALSE/FRAUDULENT/UNFILED TAX RETURN,2.0,3.627113179e-07,0
245.6(D) PC-HAZING:RESULT IN DEATH/SBI,2.0,3.627113179e-07,0
417(A)(2)(B) PC-EXHBT F/ARM IN THRTNING MANNER,2.0,3.627113179e-07,0
